index	sentence	check	triplet
4636	기둥 콘크리트의 윗면은 기둥면에서 슬래브 내로 600mm 정도 확대하고, 기둥 콘크리트와 바닥판 콘크리트가 일체화되도록 기둥 콘크리트가 굳지 않은 상태에서 바닥판 콘크리트를 시공하여야 한다.	0	
4637	LNG지상식 저장탱크의 하중조합과 허용응력 보정계수LNG지상식 저장탱크의 설계에서 고려하는 하중조합과 이에 대해 적용하는 허용응력 보정계수는 표 4.2-7과 같다.	0	
4638	주강품은 표 3.1-3의 한국주물공업협동조합 단체표준을 참고한다.	1	['주강품은', '단체표준을', '참고한다.']
4639	상기 (1)과 (2)에 의한 최소 철근 대신 KDS 14 20 24를 만족하는 철근을 배치할 수 있다.	0	
4640	4.4.2에서는 4.4.1에서 다루지 않는 형강에 대한 휨과 축응력의 상관관계를 규정한다.	0	
4641	수밀성이 요구되는 구조물은 이 부록의 규정에 따라 검토하여야 한다.	0	
4642	전단면에 순인장력이 작용할 때는 이에 저항하기 위해서 철근을 추가로 두어야 한다.	0	
4643	보, 거더 및 트러스의 길이방향 회전에 대한 구속은 부재의 가새 지점에서 확보되는 것으로 한다.	0	
4644	슬롯용접의 슬롯길이는 용접두께의 10배 이하로 한다.	0	
4645	평강, ㄱ형강, ㄷ형강 및 기타형강이 래티스로 사용되며, 이 래티스의 간격은 부재의 플랜지요소의 세장비 이 부재전체의 최대세장비의 3/4를 초과하지 않도록 한다.	1	['간격은', '3/4를', '초과하지']
4646	비틀림모멘트에 의하여 요구되는 철근은 비틀림모멘트와 조합하여 작용하는 전단력과 휨모멘트 및 축력이 요구하는 철근을 추가하여야 한다.	1	['철근은', '철근을', '추가하여야 한다.']
4647	휨응력 항은 부호에 따라 축력 항에 적절히 가감되어야 한다.	0	
4648	현장치기콘크리트 공사에서 나선철근 지름은 10mm 이상으로 하여야 한다.	0	
4649	축방향 철근은 직사각 단면의 모서리마다 배치하여야 하며, 축방향 철근의 중심 간격은 합성부재 단면의 최소 치수의 1/2 이하가 되도록 하여야 한다.	0	
4650	케이블구조물에서 제작 및 가설 오차의 영향을 필요에 따라서 설계에 고려한다.	0	
4651	강도 수준(strength level)의 지진력에 의하여 단일 앵커 또는 앵커 그룹에 작용하는 인장력이 동일한 하중조합에서 총 계수 인장력의 20% 이하인 경우, 단일 앵커 또는 앵커 그룹은 4.3과 4.2(2)의 인장 강도 요구 사항을 만족하도록 설계하는 것을 허용한다.	1	['그룹은', '것을', '허용한다.']
4652	해석이나 실험을 통해 성능이 규명되지 않을 경우 다음의 최소 규정 사항을 만족하여야 한다.	0	
4653	좌굴방지 가새골조 기둥이음의 소요전단강도는 으로 산정한다.	0	
4654	용접길이는 강구조 연결 설계기준(하중저항계수설계법) (KDS 14 31 25) 또는 시설물별 기준에 따라 산정한다.	0	
4655	일체식 구조물과 다른 조립식 구조물의 경우 이 기준의 규정을 적용하여야 할 때는 적절한 물리적 증거와 해석에 따라 수정되어야 하며, 구조물에 따른 특별 내진설계는 해당 기준을 만족하여야 한다.	1	['내진설계는', '기준을', '만족하여야 한다.']
4656	이 때 화학적 침식에 대한 환경계수는 1.0으로 한다.	0	
4657	구조물 또는 부재의 예상되는 변형거동과 비탄성변형의 크기에 적합하도록 구조요소의 할선강성을 가정하여야 하며, 이 할선강성은 탄성강성 이하이어야 한다.	0	
4658	덮개판의 폭이 플랜지폭보다 더 넓을 경우 덮개판을 끝돌림용접해서는 안 된다.	0	
4659	수평 및 수직경계요소는 4.1.1.2.2의 규정을 만족해야 한다.	1	['수직경계요소는', '규정을', '만족해야 한다.']
4660	지강관의 압축력, 면내 휨모멘트, 면외 휨모멘트 또는 이러한 하중효과들의 조합력을 받는 접합부는 다음을 만족해야 한다.	1	['접합부는', '다음을', '만족해야 한다.']
4661	콘크리트의 균열폭은 인접 균열 사이의 콘크리트와 철근의 평균 변형률 차이와 최대 균열 간격을 곱하여 구할 수 있다.	0	
4662	탄산화 속도계수의 예측값은 평가대상 콘크리트에 대해 실제 실험이나 실측자료를 통해 구하며, 실험을 통해 탄산화 속도계수를 도출하는 경우에는 유효 PS 강재비에 따른 탄산화 속도계수는 다음 부록 식 (4.3-2)로 구할 수 있다.	1	['예측값은', '실측자료를', '통해']
4663	편심 가새골조의 기둥의 소요강도는 4.1.1.3의 요구사항뿐만 아니라 아래의 조건을 만족해야 한다.	1	['소요강도는', '조건을', '만족해야 한다.']
4664	이 절은 자립식, 타이로드식, 버팀대식 강널말뚝의 설계에 적용한다.	0	
4665	핀, 롤러 및 록커의 재료강도는 3.1.1의 해당 재료의 KS 표준에 따른다.	0	
4666	불순물 시험 방법은 KS F 2468을 따라야 한다.	1	['방법은', 'KS F 2468을', '따라야 한다.']
4667	합성보는 노출형이며 완전합성이어야 하고 제6장의 요구사항을 만족해야 한다.	1	['합성보는', '요구사항을', '만족해야 한다.']
4668	부재 및 연결부의 안전성은 KDS 14 31 10과 KDS 14 31 25의 규정에 따라 검토한다.	0	
4669	모든 시공단계 및 사용단계에서 다이아프램이나 수직가새의 필요성을 다음과 같이 검토한다.	0	
4670	케이블 정착구조는 응력집중을 충분히 고려하여 지지구조부재의 각 부분에 원활하게 힘이 전달될 수 있는 구조로 하며, 필요하면 합리적인 보강을 실시한다.	1	['정착구조는', '응력집중을', '고려하여 ']
4670	케이블 정착구조는 응력집중을 충분히 고려하여 지지구조부재의 각 부분에 원활하게 힘이 전달될 수 있는 구조로 하며, 필요하면 합리적인 보강을 실시한다.	1	['정착구조는', '보강을', '실시한다.']
4671	합성단면적은 강재만의 단면적를 사용한다.	1	['합성단면적은', '단면적를', '사용한다.']
4672	잔류응력은 피로설계 시 고려하지 않는다.	0	
4673	리프트 슬래브의 경우에는 하부 부착철근을 KDS 14 20 70(4.1.5.4(6))에 따라 배치하여야 한다.	0	
4674	정착장치의 중심 간격이 300mm 이하이면 정착장치는 그룹으로 간주된다.	0	
4675	이 기준에 의해서 보호영역이라 규정된 곳에서는 아래의 조건을 따라야 한다.	0	
4676	단, 하이브리드보는 제외한다.	0	
4677	받침부재의 모서리 면부터 경간방향 프리캐스트 부재 끝까지 거리는 경간의 /180 이상이어야 하며, 또한 다음 사항도 만족하여야 한다.	0	
4678	보 및 슬래브의 피로는 휨 및 전단에 대하여 검토하여야 한다.	0	
4679	인장 또는 교번응력을 받는 주부재의 최대 허용판두께는 교량이 건설되는 지역의 온도구역에 따라 표 4.2-2에 규정한 값으로 한다.	0	
4680	정적재하시험은 평가하중에 의한 최대 하중영향을 재현할 수 있도록 적용되어야 한다.	0	
4681	여기서, 식 (4.5-1)로 산정된 이음길이가 식 (4.5-2)보다 긴 경우 압축철근의 겹침이음길이는 식 (4.5-2)로 구할 수 있다.	0	
4682	긴장재가 부착되기 전의 단면 특성을 계산할 경우 덕트로 인한 단면적의 손실을 고려하여야 한다.	0	
4683	가장자리에 인접하고 그에 평행한 경간은 식 (4.1-2)는 가장자리부터 슬래브 판 중심선까지 거리로 하여야 한다.	0	
4684	확대머리 이형철근이 정착된 접합부는 지진력저항시스템별로 요구되는 전단강도를 가져야 한다.	1	['접합부는', '전단강도를', '가져야 한다.']
4685	단, 기계적 이음은 가능한 경우 이음 위치를 축방향으로 서로 어긋나게 하여 동일 단면에 집중되지 않도록 하여야 하며, 공사감독자 또는 책임기술자는 시공성을 고려하여 엇갈림 길이를 정할 수 있다.	1	['이음은', '위치를', '어긋나게']
4685	단, 기계적 이음은 가능한 경우 이음 위치를 축방향으로 서로 어긋나게 하여 동일 단면에 집중되지 않도록 하여야 하며, 공사감독자 또는 책임기술자는 시공성을 고려하여 엇갈림 길이를 정할 수 있다.	1	['책임기술자는', '길이를', '정할']
4686	비틀림항복과 비틀림좌굴의 한계상태를 고려한 원형과 직사각형 강관의 설계비틀림강도는 다음과 같이 산정한다.	0	
4687	격막, 트러스, 버팀부재, 연결부재, 현부재 및 수집부재 등의 모든 연속철근은 인장철근 항복강도에 저항할 수 있는 KDS 14 20 52의 정착 및 이음길이를 확보하여야 한다.	1	['연속철근은', '이음길이를', '확보하여야 한다.']
4688	4.2.1의 수평변위에 따라 계산된 휨모멘트 및 전단력이 골조 부재의 설계휨강도 및 설계전단강도를 초과하거나 발생되는 휨모멘트를 계산하지 않는다면 다음 (2), (3), (4)의 조건을 만족하여야 한다.	1	['전단력이', '휨모멘트를', '계산하지']
4689	이 경우 고려되는 부재의 전체 단면적, 요구되는 철근비 및 설계강도는 위의 원형 단면을 기준으로 하여야 한다.	1	['설계강도는', '단면을', '기준으로 하여야 한다.']
4690	각형강관과 원형강관의 폭 또는 직경과 두께에 대한 정의는 표 4.2-2를 참고한다.	1	['정의는', '4.2-2를', '참고한다.']
4691	만일 기둥 웨브와 패널존 보강판을 플러그용접에 의해 접합해서 국부좌굴이 방지되도록 하면 기둥 웨브와 패널존 두께의 총합이 식 (C.1.1.2.2-1)을 만족하면 된다.	1	['총합이', '식 (C.1.1.2.2-1)을', '만족하면 ']
4692	소성 및 비선형해석에서 회전 및 회전능력을 검토할 때, 프리스트레싱의 2차 효과를 고려하여야 한다.	0	
4693	구조해석을 할 때 스트럿과 타이의 필요 단면적은 스트럿과 타이의 유효강도 범위 내에서 결정하여야 하고, 스트럿과 타이의 유효강도는 4.2에서 정의된 방법으로 구하여야 한다.	0	
4694	조건 B는 이와 같은 보조철근이 없거나 뽑힘강도 또는 프라이아웃강도가 지배적일 때 적용한다.	0	
4695	콘크리트 구조물은 필요에 따라 예측 가능한 폭발 또는 충격 등에 의해 손상되지 않도록 설계하여야 한다.	0	
4696	국내의 지역별 온도구역은 표 4.2-1에 따르며, 인장 또는 교번응력을 받는 주부재의 사용강재는 표 4.2-2에 따라서 샤르피 흡수에너지로 나타내는 저온인성 규격을 만족해야 한다.	1	['사용강재는', '규격을', '만족해야 한다.']
4697	기둥 및 가새부재는 4.1.1.2.2의 요구사항을 만족해야 한다.	1	['가새부재는', '요구사항을', '만족해야 한다.']
4698	철탑구조에서는 볼트 접합을 사용할 수 있다.	0	
4699	최소 휨인장철근량은 4.2.2에 따라야 한다.	0	
4700	받침부가 원형이나 정다각형일 경우, 같은 단면적의 정사각형 받침부로 취급하여 부계수휨모멘트에 대한 위험단면을 구한다.	0	
4701	설계강도는 주강관의 소성화, 전단항복(뚫림)의 한계상태에 따라 구해진 값 중에서 최솟값으로 한다.	0	
4702	면내응력 부재의 사용한계상태를 검증할 때에는 사용하중에 의하여 계산한 균열의 폭이 요구한계상태 이상이 되지 않도록 설계하여야 한다.	0	
4703	ㄷ형강인 경우 식(4.5-10)을 적용한다.	0	
4704	플러그용접과 슬롯용접의 유효길이는 목두께의 중심을 잇는 용접중심선의 길이로 한다.	0	
4705	이때 유효깊이의 크기는 기둥면에서 측정한 값이다.	0	
4706	종방향 철근을 구부려 전단철근으로 사용할 때는 그 경사길이의 중앙 만이 전단철근으로서 유효하다고 보아야 한다.	0	
4707	보 또는 거더의 단일강연선 그룹에 대한 일반구역의 설계는 4.8.1의 (3)에서 (5)까지 규정을 만족시켜야 한다.	1	['설계는', '규정을', '만족시켜야 한다.']
4708	정밀한 구조해석에 의하지 않는 한, 각 집중하중에 대한 벽체의 유효수평길이는 하중 사이의 중심거리, 그리고 하중 지지폭에 벽체 두께의 4배를 더한 길이 중 작은 값을 초과하지 않도록 하여야 한다.	1	['유효수평길이는', '값을', '초과하지']
4709	슬래브-보의 윗면과 아래면 사이 접합부에서 기둥단면의 단면2차모멘트는 무한대로 가정하여야 한다.	0	
4710	이때 철근의 양 단부는 철근 축의 직각면에 1.5° 내의 오차를 갖는 평탄한 면이 되어야 하고, 조립 후 지압면의 오차는 3° 이내이어야 한다.	0	
4711	여러 바닥판 시공단계에서 하중, 강성 및 브레이싱의 변화를 고려해야 한다.	0	
4712	데크플레이트 상단 위의 콘크리트두께는 50mm 이상이어야 한다.	0	
4713	단위용적질량 시험은 KS F 2409를 따라야 한다.	1	['시험은', 'KS F 2409를', '따라야 한다.']
4714	그림 4.5-9는 다양한 아치형 파형강판 구조물의 단면형상과 지간 및 높이의 정의를 보여준다.	1	['그림 4.5-9', '정의를', '보여준다.']
4715	말뚝캡 또는 기초 사이를 수평 연결재로서 거동하도록 설계되는 지중보는 연속적인 종방향 철근을 배치하여야 한다.	1	['지중보는', '철근을', '배치하여야 한다.']
4716	지반의 침하에 대한 안정성 검토는 다음의 두 가지 중 하나로 검토할 수 있다.	0	
4717	휨철근 또는 긴장재 인장강도의 40% 이상의 유효프리스트레스 힘이 작용하는 부재의 경우 다음 (3)의 계산에 의하지 않는 한 다음 식 (4.2-7)에 따라 계산하여야 한다.	0	
4718	휨을 받는 부재의 허용휨응력은 다음과 같이 산정한다.	0	
4719	예측 탄산화 깊이는 부록 식(3.3-2)에 따라 계산할 수 있다.	0	
4720	다만 프리스트레스를 도입할 때 콘크리트의 설계기준압축강도가 27MPa보다 크면 공칭지름이 13mm 이하인 강연선에 대하여 최소 중심 간격 45mm를, 공칭지름이 15mm 이상인 강연선에 대하여 최소 중심 간격 50mm를 확보하여야 하고, 또한 KDS 14 20 01(3.1.1(2)④)의 규정도 만족하여야 한다.	0	
4721	다만, 이렇게 구한 정착길이는 항상 8 이상, 또한 150mm 이상이어야 한다.	0	
4722	제5장의 합성기둥에 해당하는 철근콘크리트에 매입된 강재 경계부재는 4.2.1.4의 특수 내진시스템에 대한 요구사항을 만족해야 한다.	1	['경계부재는', '요구사항을', '만족해야 한다.']
4723	다만, 식 (4.5-3)은 만족시킬 필요가 없고, 4.5.4(2)에 따른 횡방향 철근 간격은 부재의 최소 단면치수의 1/3을 사용하여야 한다.	1	['간격은', '1/3을', '사용하여야 한다.']
4724	정밀한 해석을 수행하지 않은 경우, 슬래브에 의해 전달되는 비틀림 하중은 전체 부재에 걸쳐 균등하게 분포하는 것으로 가정할 수 있다.	0	
4725	교량 강구조의 아이바에 대한 구조제한은 다음과 같다.	0	
4726	핀구멍을 지나 아이바의 길이방향에서 측정한 머리부분의 순폭은 몸체부 폭의 75% 이상이어야 한다.	0	
4727	수축⋅온도 보강용으로 긴장재를 배치하는 경우 다음 (2)와 (3)의 규정을 따라야 한다.	0	
4728	내진설계에는 저장탱크 구조의 종류, 제반 특성, 중요도, 규모, 입지조건, 관련 구조물 및 지반의 지진피해 기록 등을 종합적으로 감안하여 적합한 내진설계 방법을 적용하여 수행하여야 한다.	0	
4729	단부에 설치되는 다이아프램이나 수직가새는 모든 횡방향하중을 받침부로 전달할 수 있도록 설계한다.	1	['수직가새는', '횡방향하중을', '전달할']
4730	아치의 축선은 아치 리브의 단면 도심을 연결하는 선으로 할 수 있다.	1	['축선은', '도심을', '연결하는']
4731	또 다른 임계용접부의 예로는, 조립 편심 가새골조의 링크보에서 웨브 플레이트와 플랜지 플레이트를 연결하는 용접 그리고 완전용입 그루브용접을 사용하는 기둥이음부가 있다.	0	
4732	웨브 이음판은 가능한 한 플랜지 사이의 웨브 전 높이를 덮을 수 있도록 연장시켜야 한다.	0	
4733	조밀단면은 4.3.3.2.7.1의 요구조건을 만족해야 한다.	1	['조밀단면은', '요구조건을', '만족해야 한다.']
4734	부재축과 평행한 방향으로 핀구멍 이외 부분 판재의 최소 순단면적은 핀구멍 위치의 순단면적의 2/3 이상이 되어야 한다.	0	
4735	압축을 받는 부재와 각 부재의 휨방향에 대한 증폭계수는 다음과 같이 산정된다.	0	
4736	보통중심 가새골조의 가새부재는 4.1.1.2.2의 요구사항을 만족해야 한다.	1	['가새부재는', '요구사항을', '만족해야 한다.']
4737	또한, 프리스트레스의 도입방법과 관리방법에 대해서도 충분히 검토하여야 한다.	0	
4738	또한 식 (4.1-7)을 적용하기 위해서는 다음의 ①과 ② 조건을 만족하여야 한다.	0	
4739	벽체의 설계 휨 단면 상부에 작용되는 집중 수직하중은 다음과 같은 폭에 분포된 것으로 가정하여야 한다.	0	
4740	불연속단은 정모멘트의 1/3 크기의 부모멘트를 사용하여 설계하여야 한다.	0	
4741	이 모멘트는 장기 합성단면에 적용된다.	0	
4742	콘크리트 구조물의 내구성능을 평가할 때는 다음과 같은 성능저하인자들을 고려하여야 한다.	0	
4743	횡비틀림좌굴 보정계수 모멘트분포가 일정하지 않은 휨부재의 횡비틀림좌굴강도 산정 시 보정계수는 다음과 같다.	0	
4744	그 밖의 전단전달 설계 방법에 의하여 예측된 강도가 다양한 실험결과와 실질적으로 일치하는 경우 그 설계 방법을 적용하여야 한다.	0	
4745	프리캐스트콘크리트 바닥 또는 지붕의 덧치기 슬래브로서 구조격막으로는 작용하지만 지진하중에 저항하기 위한 프리캐스트콘크리트 부재와의 복합성능에 의존하지 않는 경우의 슬래브 두께는 65mm 이상이어야 한다.	0	
4746	동적재하시험은 구조물 또는 부재의 동특성과 동적 거동을 얻기 위하여 수행될 수 있다.	1	['동적재하시험은', '거동을', '얻기']
4747	직사각형 단면의 벽체로서 4.1, 4.2의 모든 요구 조건을 만족하고 계수하중의 합력이 벽두께의 중앙 1/3 이내에 작용하는 경우에는 이 4.3.2에서 규정하는 실용 설계법에 의하여 설계할 수 있다.	0	
4748	만일 모서리 반경을 알 수 없으면 단면의 외부치수 폭에서 두께의 3배를 감한 값으로 한다.	0	
4749	일반적으로, 비보강 접합부의 보호영역은 기둥 외주면에서부터 소성힌지점을 지나 보 높이의 1/2지점까지 확장된 범위가 된다.	0	
4750	매입형 합성연결보의 공칭전단내력을 사용하여 C.2.8.2(1)의 요구사항을 만족해야 한다.	0	
4751	구조적 뒤채움 재료는 통일분류법에 의하여 표 4.5-3과 같이 분류되는 재료를 사용한다.	1	['재료는', '재료를', '사용한다.']
4752	그리고 철근비는 0.025 이하이어야 한다.	0	
4753	부분적인 덧판은 이론상의 절단점을 넘어 연장되어야 하며, 그 연장 부분은 이론상의 절단점에서 발생하는 보의 휨응력 중 덧판이 부담하는 응력을 전달할 수 있도록 마찰형 고장력볼트나 필릿용접으로 플랜지에 접합되어야 한다.	0	
4754	시험결과 콘크리트의 강도가 작게 나온 경우 다음 절차에 따라야 한다.	0	
4755	4변에 의해 지지되는 2방향 슬래브 중에서 단변에 대한 장변의 비가 2배를 넘으면 1방향 슬래브로 해석하며, 이 경우 일반적으로 슬래브의 단변방향의 경간을 사용하여 KDS 14 20 20의 규정에 따라 설계하여야 한다.	0	
4756	휨모멘트를 받는 강관부재의 허용휨응력은 다음 식으로부터 구한다.	0	
4757	직접해석법 설계에서 구조물을 구성하는 요소들의 소요강도는 4.2.1.1을 만족하는 해석으로부터 결정한다.	0	
4758	기계적이음은 4.1.6에 따라야 하며, 용접이음은 4.1.7에 따라야 한다.	0	
4759	단부에 설치되는 다이아프램은 바닥틀이나 바닥틀 연결부에서 전달되는 힘과 뒴에 저항할 수 있도록 설계한다.	0	
4760	수문에 생기는 응력의 검토는 4.8.4.2.5(2)의 규정에 의해 계산된 응력에 대한 안전성 검토를 수행한다.	1	['검토는', '검토를', '수행한다.']
4761	구조적 뒤채움 범위는 연직방향으로 최소토피고까지이고, 횡방향으로 표 4.5-8에 따른다.	0	
4762	수평력을 받지 않는 것으로 가정한 골조 부재는 설계변위가 발생할 때 부재에서 계산한 휨모멘트를 4.2.2 또는 4.2.3에 따라 설계하여야 한다.	1	['부재는', '휨모멘트를', '설계하여야 한다.']
4763	압축 집중하중에 저항하기 위해 요구되는 보강재는 4.1.4.4와 KDS 14 31 10(4.2.6.2)에 의해 설계한다.	0	
4764	기초판 각 단면의 휨모멘트는 기초판을 자른 수직면에서 그 수직면의 한쪽 전체 면적에 작용하는 힘에 대해 계산하여야 한다.	0	
4765	이론적인 끝단과 실제 끝단 사이의 플랜지와 덮개판을 마찰연결하는 경우 연결볼트는 이론적인 끝단에서 설계하중에 의해서 계산되는 덮개판의 축방향력을 충분히 저항할 수 있어야 한다.	0	
4766	부재의 단면강도는 단면해석 모델을 적용한 모멘트-곡률 관계에 의해 구한 극한한계상태에 대한 강도로 결정하거나, 극한한계상태의 응력분포를 대상으로 한 단면강도해석으로 구할 수 있다.	0	
4767	가새접합부를 설계할 때, 거셋플레이트의 전체 및 국부좌굴을 고려하여 설계해야 한다.	0	
4768	각 방향으로 3경간 이상 연속되어야 한다.	0	
4769	균열에 의하여 내력의 재분배가 발생하여 비틀림모멘트가 감소할 수 있는 부정정 구조물의 경우, 최대 계수비틀림모멘트는 다음 값으로 감소시킬 수 있다.	0	
4770	각형강관 및 상자형 단면의 공칭전단강도는 4.3.2.1.2.2(1)에 따라 산정한다.	0	
4771	보-기둥 접합부에서는 다음의 관계식을 만족해야 한다.	0	
4772	슬래브 긴장재의 일반구역은 다음에 따라 설계하여야 한다.	0	
4773	KDS 14 20 10(4.11)에서 정의된 장선구조에서 D13 이하 철근 또는 지름 13mm 이하의 철선 스터럽의 경우 표준갈고리를 두어야 한다.	0	
4774	지압보강재는 모든 지점부 위치에 설치해야 한다.	0	
4775	긴 말뚝으로 간주할 수 없는 경우타이로드 설치점에서 아래  (: 긴 말뚝으로 볼 때의 제1영점 깊이)까지의 강널말뚝을 유효로 하여 버팀판의 설계와 동일하게 설계한다.	0	
4776	환경조건에는 바람, 파도, 조류, 조수위, 얼음, 온도, 구조물에 부착되는 해양생물, 적설, 세굴, 지진 등이 있다.	0	
4777	합성보에 작용하는 전단력 전체는 강재 보의 복부판이 단독으로 부담하는 것으로 한다.	0	
4778	ㄷ형강 전단연결재의 강도는 편심의 영향을 고려하여 힘을 받을 수 있도록 보플랜지에 용접되어야 한다.	0	
4779	데크플레이트의 공칭 골 깊이는 75mm이하이어야 하며, 골의 폭 또는 헌치의 평균 폭은 50mm 이상이어야 한다.	0	
4780	KDS 14 20 24에 따라 설계하는 경우 정모멘트 철근은 KDS 14 20 24(4.3.3)에 따라 정착하여야 한다.	0	
4781	웨브 이음판과 웨브의 연결은 웨브 이음점에서의 전단력과 이 전단력의 편심작용으로 인한 모멘트, 그리고 이음점에서 웨브가 분담해야 하는 휨모멘트에 대해 설계해야 한다.	0	
4782	이 장에서는 안정성에 대한 구조물의 설계를 위해 직접해석법과 대체 설계법에 대한 안정 요구조건, 소요강도 및 설계강도를 산정한다.	0	
4783	C종과 D종을 사용하여 설계할 때 이 기준의 규정을 적용하기 위해서는 실험이나 해석을 통해 그 타당성이 검증되어야 한다.	0	
4784	염해에 대한 내구성능 한계상태는 철근부식이 시작되는 때로 할 수 있다.	0	
4785	원형 클립을 사용하는 경우 클립의 최소반경은 13mm 이상 이어야 한다.	0	
4786	큰 전단력을 받는 웨브 패널존은 4.1.10.6에 의해 설계한다.	0	
4787	프리캐스트콘크리트 부재의 양생, 거푸집 제거, 저장, 운반 및 설치 과정 중에 프리캐스트콘크리트 부재가 초과 응력을 받거나 뒤틀리거나 손상을 입지 않도록 하여야 하며, 구조물에 나쁜 영향을 줄 수 있는 솟음을 일으키지 않도록 하여야 한다.	1	['부재가', '응력을', '받거나']
4788	이 기준은 중심축 압축력을 받는 부재에 적용한다.	0	
4789	침접합에서 더 큰 지강관(또는 폭이 같다면 두께가 더 큰)이 주강관에 연결되는 “관통부재”이다.	0	
4790	최대 변형률이 발생하는 압축연단에서 중립축까지 거리는 중립축에 대해 직각방향으로 측정한 것으로 한다.	0	
4791	4.2.2의 규정이 적용되는 경우를 제외하고는 프리캐스트콘크리트 벽판 구조물에서 구조 일체성을 확보하기 위하여 다음 (2)에서 (7)까지 규정된 최소 요구 조건을 따라야 한다.	0	
4792	가새접합부의 소요휨강도는 임계좌굴축에 대한 가새부재의 로 산정한다.	0	
4793	모든 모서리 축방향 철근과 하나 건너 위치하고 있는 축방향 철근들은 135° 이하로 구부린 띠철근의 모서리에 의해 횡지지되어야 한다.	0	
4794	조립 압축부재가 구성요소로서 커버플레이트를 가질 경우, 구성요소의 모서리를 따라 단속용접할 때 그 최대간격 또는 각 단면의 모든 게이지선에서 연결재의 최대간격은 가장 얇은 커버플레이트 두께의 배 그리고 305mm 이하로 한다.	0	
4795	압축력을 받은 이음판의 설계단면력은 다음의 설계압축강도를 초과하지 않도록 해야 한다.	1	['설계단면력은', '설계압축강도를', '해야 한다.']
4796	경계부재의 축방향 강도의 산정은 철근콘크리트벽체가 전단력을 지지하고, 구조물의 전체 연직하중과 전도력은 전단벽과 경계부재가 함께 지지한다는 가정 하에 산정한다.	1	['철근콘크리트벽체가', '전단력을', '지지하고']
4797	수평보강재가 있는 웨브는 다음 조건을 만족해야 한다.	1	['웨브는', '조건을', '만족해야 한다.']
4798	앵커의 중심 간격는 65mm 이상이다.	0	
4799	가새부재의 성능입증 및 조정가새 강도는 강구조 내진성능 접합부 인증지침에 따른다.	0	
4800	설계 대상 영역을 설정하고 설계 대상 영역의 설계를 위한 초기조건을 결정하여야 한다.	0	
4801	벽체의 내측면 철근은 각 방향에 대한 소요철근량의 잔여분을 내측면부터 20mm 이상, 벽 두께의 1/3 이내에 배치하여야 한다.	1	['철근은', '잔여분을', '배치하여야 한다.']
4802	관련 설계기준이 정해지지 않았고, 4.2.2 및 4.2.3의 구조물과 유사성이 없는 경우에는 합리적인 자료에 기초하여 판단하고, 근거를 제시한다.	0	
4803	철근이 있는 면내응력 부재의 설계전단강도는 부록.4에서 제시하는 기본구조요소를 근거하여 트러스 모델로 이상화할 수 있다.	0	
4804	독립된 하중에 대한 비선형해석 결과를 중첩할 수 없다.	0	
4805	합성단면의 공칭강도는 소성응력분포법과 변형률적합법에 따라 결정한다.	0	
4806	표준편차의 설정은 다음에 따라야 한다.	0	
4807	세그멘트의 제작 장소에서 하부 거푸집을 둔 상태에서 내·외부 거푸집을 제거하기 전의 콘크리트 압축강도는 강도는 18MPa 이상이어야 하고, 세그멘트를 제작 장소에서 저장소로 이동하려면 21MPa 이상의 압축강도를 가져야 한다.	0	
4808	큰 인장응력을 받는 부분에서, 막철근은 가능하면 주인장막력이 주로 발생하는 방향으로 배치하여야 하며, 그렇지 못한 경우에는 주응력의 두 개 이상의 분력 방향으로 막철근을 배치하여야 한다.	0	
4809	책임구조기술자가 공사진행 중 필요하다고 인정할 경우 보통중량콘크리트의 시험은 다음에 따라야 한다.	0	
4810	단경간의 경우 유효 경간장은 경간장과 같다.	0	
4811	골재는 적당한 경도나 입도를 가지며 깨끗하고 내구성이 있는 것으로, 점토 덩어리, 유기물, 세장석편 등과 같은 해로운 물질을 포함하지 말아야 하며, KS F 2527, KS F 2573에 규정된 품질로 하여야 한다.	1	['골재는', '물질을', '포함하지']
4812	강재보에 직각인 경우에 있어서 데크플레이트가 연속하지 않고 절단 및 격리되어 있으면, 격리된 부분에 채워진 콘크리트는 포함할 수 있다.	0	
4813	임의의 층에서 가상하중은 중력하중과 같은 방식으로 분포되어야 한다.	0	
4814	작용 응력방향과 평행한 수평보강재 용접부와 수직보강재 용접부의 교차부에는 용접지단 사이의 간격이 최소 25mm 이상 되도록 설계한다.	0	
4815	프리캐스트콘크리트 벽판은 최소한 두 개의 연결철근을 서로 연결하여야 하며, 연결철근 하나가 받을 수 있는 인장력은 45,000N 이상이어야 한다.	1	['벽판은', '연결철근을', '연결하여야']
4816	이 조항은 전체단면에 의해 휨강도가 산정되는 구멍이 있는 압연형강, 용접형강 및 커버플레이트를 사용한 휨재에 적용한다.	0	
4817	단기 합성단면에서 어느 한 쪽 플랜지가 항복응력에 도달하기 위해 추가로 적용해야 하는 모멘트를 계산한다.	0	
4818	굴곡관을 사용하여 부재를 구성하는 경우에는 굴곡부의 국부응력을 검토하여야 한다.	0	
4819	기둥머리가 있는 기둥의 나선철근은 기둥머리의 지름이나 폭이 기둥의 지름이나 폭의 2배가 되는 곳까지 연장되어야 한다.	0	
4820	그러나 종방향 간격은 4.3이나 4.4에 규정된 인장부재나 압축부재에 대한 최대 허용응력을 넘지 않도록 결정해야 한다.	0	
4821	부재치수 및 철근 위치는 다음을 따라야 한다.	1	['위치는', '다음을', '따라야 한다.']
