file,sentence
KDS 14 31 60.txt,"철근콘크리트 전단벽이 강재요소와 합성적으로 거동하는 경우에 부록 C.2.8의 요구사항들을 적용한다.
"
KDS 14 31 60.txt,"인접한 두 철근콘크리트 벽체를 연결시키는 강재 연결보, 그리고 노출형 또는 매입형 강재 단면을 경계부재로 갖는 강구조 골조 내의 철근콘크리트 벽체 등은 이에 해당한다.
"
KDS 14 31 60.txt,"철근콘크리트 벽체는 KDS 14 20 72의 요구사항들을 만족해야 한다.
"
KDS 14 31 60.txt,"합성 특수 전단벽은 부록 C.2.8에 대한 요구사항과 KDS 14 20 80의 전단벽에 대한 요구사항 그리고 부록 C.2.9의 내용을 만족해야 한다.
"
KDS 14 31 60.txt,"한쪽 또는 양쪽에 철근콘크리트가 부착된 강판과 강재 또는 합성 경계부재로 구성된 구조용 벽은 부록 C.2.10에 기술된 조항을 적용한다.
"
KDS 14 31 60.txt,"지진하중 저항시스템에 속한 보-기둥 접합부는 다음의 세 가지 조건을 만족해야 한다.
"
KDS 14 31 60.txt,"접합부는 최소 0.04 rad의 층간변위각을 발휘할 수 있어야 한다.
"
KDS 14 31 60.txt,"기둥외주면에서 접합부의 계측휨강도는 0.04 rad의 층간변위에서 적어도 보 의 80% 이상을 유지해야 한다.
"
KDS 14 31 60.txt,"접합부의 소요전단강도는 다음의 지진하중효과 에 의해 산정한다.
"
KDS 14 31 60.txt,"C위에 언급된 요구조건을 만족시키는 외에도, 접합부자체의 변형에 의해 발생할 수 있는 추가 횡변위까지도 구조물이 수용할 수 있음을 설계과정에서 입증해야 한다.
"
KDS 14 31 60.txt,"이 경우 2차 효과를 포함한 골조전체의 안정성해석을 해야 한다.
"
KDS 14 31 60.txt,"C.1.1.1.1에서 요구하는 지진하중 저항시스템의 보-기둥 접합부의 성능요건은 강구조 내진성능 접합부 인증지침을 따른다.
"
KDS 14 31 60.txt,"강구조 내진성능 접합부 인증 지침에 따라 예외로 인정하거나 별도로 결정된 경우를 제외하고는 보플랜지, 전단플레이트 그리고 보웨브와 기둥 사이의 완전용입용접부는 4.1.2.3.2에서 기술한 임계용접부로 고려한다.
"
KDS 14 31 60.txt,"(비탄성 변형이 발생하는 보의 양단 부분은 보호영역으로서 이 영역은 4.1.2.4의 요구조건을 만족해야 한다.
"
KDS 14 31 60.txt,"보호영역의 범위는 강구조 내진성능 접합부 인증지침을 따른다.
"
KDS 14 31 60.txt,"특수 모멘트골조의 보 소성힌지 영역은 보호영역으로 고려해야 한다.
"
KDS 14 31 60.txt,"일반적으로, 비보강 접합부의 보호영역은 기둥 외주면에서부터 소성힌지점을 지나 보 높이의 1/2 지점까지 확장된 범위가 된다.
"
KDS 14 31 60.txt,"패널존의 소요두께는 성능인증에 사용된 시험체의 접합부 또는 인증접합부의 패널존 설계에 사용된 방법에 따라 산정한다.
"
KDS 14 31 60.txt,"패널존의 최소소요전단강도는 소성힌지점에서의 예상모멘트를 기둥 외주면으로 외사하여 구한 모멘트의 합으로부터 산정한다.
"
KDS 14 31 60.txt,"그리고 공칭전단강도는 전단항복 한계상태에 해당되는 강도로서 KDS 14 31 25(4.1.10.6)의 규정에 의하여 산정한다.
"
KDS 14 31 60.txt,"기둥 웨브와 패널존 보강판 각각은 다음의 기준을 만족해야 한다:
"
KDS 14 31 60.txt,"만일 기둥 웨브와 패널존 보강판을 플러그용접에 의해 접합해서 국부좌굴이 방지되도록 하면 기둥 웨브와 패널존 두께의 총합이 식 (C.1.1.2.2-1)을 만족하면 된다.
"
KDS 14 31 60.txt,"기둥 웨브의 두께가 식 (C.1.1.2.2-1)을 만족시키지 못할 경우에는 패널존 보강판을 기둥 웨브에 직접 적용해야 한다.
"
KDS 14 31 60.txt,"그렇지 않은 경우에는 패널존 보강판을 기둥 웨브와 떨어져 배치하는 것도 가능하다.
"
KDS 14 31 60.txt,"기둥 웨브에 붙은 보강판보강판은 보강판 전체두께의 강도가 발현되도록 완전용입용접이나 필릿용접을 사용해서 기둥 플랜지에 용접한다.
"
KDS 14 31 60.txt,"연속판이 없는 경우, 보강판과 기둥 웨브가 식 (C.1.1.2.2-1)을 만족시키지 못하면 보강판을 통한 하중전달을 고려하여 보강판의 상하변을 모살용접한다.
"
KDS 14 31 60.txt,"기둥 웨브와 떨어진 보강판보강판은 보강판 전체두께의 강도가 발현되도록 완전용입용접이나 필릿용접을 사용해서 기둥 플랜지에 용접한다.
"
KDS 14 31 60.txt,"보강판은 보플랜지 끝단과 기둥중심선 간 거리의 1/3∼2/3에 위치하여야 하며, 좌우 대칭으로 배치한다.
"
KDS 14 31 60.txt,"연속판이 있는 보강판보강판은 연속판을 통한 하중전달을 고려하여 연속판에 용접한다.
"
KDS 14 31 60.txt,"연속판이 없는 보강판연속판이 없는 경우 보강판을 접합부에 연결된 보 중 보다 깊은 보의 위 아래로 최소 150 mm 연장해야 한다.
"
KDS 14 31 60.txt,"아래의 사항과 더불어 4.1.1.1의 요구사항을 만족해야 한다.
"
KDS 14 31 60.txt,"실험에 의해 별도로 입증되지 않는 한, 보와 기둥부재들은 4.1.1.2.2의 요구사항을 만족해야 한다.
"
KDS 14 31 60.txt,"소성힌지영역에서의 급격한 보플랜지 단면의 변화는 허용하지 않는다.
"
KDS 14 31 60.txt,"드릴로 보플랜지를 천공하거나 혹은 플랜지폭을 절취하는 것은 실험이나 인증을 통해 안정적으로 소성힌지가 발현될 수 있음을 입증한 후에 허용한다.
"
KDS 14 31 60.txt,"그 형상은 강구조 내진성능 접합부 인증지침에 따른 접합부의 형상과 일관성을 유지해야 한다.
"
KDS 14 31 60.txt,"연속판은 강구조 내진성능 접합부 인증지침에 따른 연속판과 일관성을 유지하도록 한다.
"
KDS 14 31 60.txt,"보-기둥 접합부에서는 다음의 관계식을 만족해야 한다.
"
KDS 14 31 60.txt,"만약 양측 보의 중심선이 일치하지 않을 경우에는 두 중심선의 중간선을 기준으로 사용한다.
"
KDS 14 31 60.txt,"대안으로서는 강구조 내진성능 접합부 인증지침에 따른 접합부의 자료를 기준으로 산정할 수 있다.
"
KDS 14 31 60.txt,"만약 보단면 감소부를 갖는 접합부라면, 의 계산에 있어서 를 로 대체하여 구한다.
"
KDS 14 31 60.txt,"다만, 위의 요건은 다음의 2조건 중 하나가 만족될 경우 따르지 않아도 된다.
"
KDS 14 31 60.txt,"기둥들이 일직선으로 연결되거나, 기둥열에 직각인 평면치수의 10% 폭 내에 위치하는 일군의 평행한 기둥선으로 정의한다.
"
KDS 14 31 60.txt,"보웨브와 기둥 웨브가 동일 평면상에 있고 기둥의 패널존 외부가 탄성상태를 유지한다면, 보-기둥 접합부의 기둥 플랜지는 보의 상부플랜지 위치에서만 횡지지를 요구한다.
"
KDS 14 31 60.txt,"식 (C.1.1.5-1)을 사용하여 계산한 비가 2.0보다 크다면 기둥은 탄성상태를 유지하는 것으로 가정할 수 있다.
"
KDS 14 31 60.txt,"만약 패널존 외부의 기둥이 탄성상태에 있지 않다면 다음의 규정을 만족해야 한다.
"
KDS 14 31 60.txt,"보의 상하플랜지 위치 모두에서 기둥 플랜지는 직접 혹은 간접적으로 횡지지를 해야 한다.
"
KDS 14 31 60.txt,"기둥 플랜지의 직접 횡지지는 횡좌굴 방지를 위해 기둥 플랜지의 적합한 위치에 부착된 가새나 기타 부재, 데크 또는 슬래브를 통해 이룬다.
"
KDS 14 31 60.txt,"간접 횡지지는 기둥 플랜지에 직접 부착되지는 않지만 기둥 웨브나 보강재 플레이트를 통해 작용하는 부재나 접합부의 강성에 의한 횡지지를 지칭한다.
"
KDS 14 31 60.txt,"기둥 플랜지 각각의 횡지지 가새의 소요강도는 보플랜지강도 의 2%에 대해 설계한다.
"
KDS 14 31 60.txt,"횡지지되지 않은 보-기둥 접합부를 갖는 내진골조의 기둥은, 인접한 횡지지간의 거리를 기둥의 좌굴길이로 사용하여, KDS 14 31 10(4.4)에 의해 설계를 하며 다음의 사항을 반영한다.
"
KDS 14 31 60.txt,"기둥의 소요강도는 KDS 41 00 00의 적절한 하중조합을 사용하되, 지진하중은 다음 2가지 중 작은 값을 택한다.
"
KDS 14 31 60.txt,"내진골조에 직각인 방향의 기둥의 소요휨강도는 C.1.1.6.1(2)의 보플랜지 횡지지력이 유발한 모멘트와 이로 인한 기둥 플랜지 변형에 의한 2차 효과를 고려하여 산정한다.
"
KDS 14 31 60.txt,"횡지지재는 KDS 14 31 10(식(4.5-7)과 식(4.5-8))을 만족해야 한다.
"
KDS 14 31 60.txt,"집중하중점이나 단면이 변하는 위치에는 추가로 횡지지를 설치한다.
"
KDS 14 31 60.txt,"횡지지재의 설치위치는 강구조 내진성능 접합부 인증 지침에 따른 접합부의 조건과 일관성을 유지하도록 한다.
"
KDS 14 31 60.txt,"기둥의 이음은 4.1.1.4.1의 규정을 따라야 한다.
"
KDS 14 31 60.txt,"그루브용접을 사용할 경우는 4.1.2.3.2에 부합되게 완전용입용접으로 해야 한다.
"
KDS 14 31 60.txt,"용접탭은 제거토록 한다.
"
KDS 14 31 60.txt,"적절한 응력집중계수 또는 파괴역학의 응력집중계수를 고려하여 산정된 기둥이음부의 소요강도는 비탄성해석에서 얻어진 이음부 소요강도를 초과할 필요가 없다.
"
KDS 14 31 60.txt,"지진하중 저항시스템에 속한 보-기둥 접합부는 다음의 조건을 제외하고는 C.1.1.1.1의 요구조건을 만족해야 한다.
"
KDS 14 31 60.txt,"접합부는 최소 0.02 의 층간변위각을 발휘할 수 있어야 한다.
"
KDS 14 31 60.txt,"소요전단강도는 증폭지진하중을 사용한 KDS 41 00 00의 적절한 하중조합을 이용하여 산정된 전단력을 초과할 필요는 없다.
"
KDS 14 31 60.txt,"기둥 외주면의 접합부의 휨강도는 0.02 의 층간변위각에서 적어도 보의 공칭소성모멘트의 80% 이상이어야 한다.
"
KDS 14 31 60.txt,"C.1.2.1.1에서 요구하는 지진하중 저항시스템의 보-기둥 접합부의 성능요건은 강구조 내진성능 접합부 인증지침에 따른다.
"
KDS 14 31 60.txt,"강구조 내진성능 접합부 인증지침에 따라 예외로 인정하거나 별도로 결정된 경우를 제외하고는 보플랜지, 전단플레이트 그리고 보웨브와 기둥 사이의 완전용입용접부는 4.1.2.3.2에서 기술한 임계용접부로 고려한다.
"
KDS 14 31 60.txt,"비탄성 변형이 발생하는 보의 양단부분은 보호영역으로서 이 영역은 4.1.2.4의 요구조건을 만족해야 한다.
"
KDS 14 31 60.txt,"보호영역의 범위는 강구조 내진성능 접합부 인증지침에 따른다.
"
KDS 14 31 60.txt,"중간 모멘트골조의 보 소성힌지 영역은 보호영역으로 고려되어야 한다.
"
KDS 14 31 60.txt,"일반적으로, 비보강 접합부의 보호영역은 기둥 외주면에서부터 소성힌지점을 지나 보 높이의 1/2지점까지 확장된 범위가 된다.
"
KDS 14 31 60.txt,"KDS 14 31 25에 언급된 사항 외에는 부가적인 요구사항은 없다.
"
KDS 14 31 60.txt,"실험에 의해 별도로 입증되지 않는 한, 보와 기둥부재들은 4.1.1.2.1의 요구사항을 만족해야 한다.
"
KDS 14 31 60.txt,"소성힌지 영역에서의 급격한 보플랜지 단면의 변화는 허용하지 않는다.
"
KDS 14 31 60.txt,"드릴로서 보플랜지를 천공하거나 플랜지폭을 절취하는 것은 실험이나 인증을 통해 안정적으로 소성힌지가 발현될 수 있음을 입증한 후에 허용한다.
"
KDS 14 31 60.txt,"그 형상은 강구조 내진성능 접합부 인증 지침에 따른 접합부의 형상과 일관성을 유지해야 한다.
"
KDS 14 31 60.txt,"연속판의 두께는 편측접합부에서는 접합된 보플랜지 두께의 1/2 이상, 양측 접합부에서는 접합된 보플랜지 두께 이상으로 하거나, 강구조 내진성능 접합부 인증지침에 따른 접합부의 연속판과 일관성을 유지하도록 한다.
"
KDS 14 31 60.txt,"KDS 14 31 05에서 KDS 14 31 50까지에 언급된 사항 외에는 부가적인 요구사항은 없다.
"
KDS 14 31 60.txt,"보의 상하플랜지 모두 횡지지를 해야 한다.
"
KDS 14 31 60.txt,"횡지지가새는 KDS 14 31 10(식(4.5-7)과 식(4.5-8))을 만족해야 한다.
"
KDS 14 31 60.txt,"횡지지는 집중하중이 작용하는 부근이나 단면의 변화가 생기는 위치에는 추가적으로 설치해야 한다.
"
KDS 14 31 60.txt,"횡지지의 위치는 강구조 내진성능 접합부 인증 지침에 따른 접합부의 조건과 일관성을 유지하도록 한다.
"
KDS 14 31 60.txt,"그루브용접을 사용할 경우는 4.1.2.3.2의 기준에 부합되게 완전용입용접으로 해야 한다.
"
KDS 14 31 60.txt,"이절에서 제시한 C.1.3.1.1, C.1.3.1.3과 C.1.3.4의 요구사항을 만족하지 않더라도 C.1.1.1.2와 C.1.1.4 또는 C.1.2.1.2와 C.1.2.4의 요구사항을 만족하는 접합부는 보통 모멘트골조에 사용할 수 있다.
"
KDS 14 31 60.txt,"중간 모멘트골조의 요구사항을 충족하더라도 보의 높이가 750 mm를 초과하는 경우에는 보통 모멘트골조로 분류한다.
"
KDS 14 31 60.txt,"보-기둥 접합부는 용접이나 고장력볼트를 사용해야 하며, 다음 규정에 따라 완전강접 또는 부분강접으로 설계할 수 있다.
"
KDS 14 31 60.txt,"용접접근공의 형상은 보플랜지에서의 응력집중이 최소화될 수 있도록 가공한다.
"
KDS 14 31 60.txt,"용접접근공의 표면거칠기는 13를 초과하지 않도록 하며, 노치와 가우지가 없어야 한다.
"
KDS 14 31 60.txt,"책임구조기술자의 지시에 따라 노치와 가우지를 보수하도록 한다.
"
KDS 14 31 60.txt,"엔드플레이트 볼트 모멘트접합부에서 엔드플레이트에 연결되는 보웨브에는 용접접근공을 설치하지 않는다.
"
KDS 14 31 60.txt,"접합부에서 인장력이 작용하는 부분에는 1면 부분용입용접이나 1면 필릿용접을 사용하지 않는다.
"
KDS 14 31 60.txt,"완전강접 모멘트접합부의 소요전단강도는 다음의 지진하중효과를 이용하여 산정한다.
"
KDS 14 31 60.txt,"소요전단강도는 증폭지진하중을 사용한 KDS 41 10 15의 적절한 하중조합을 이용하여 산정된 전단력을 초과할 필요는 없다.
"
KDS 14 31 60.txt,"다음의 요구사항을 만족하는 경우에는 부분강접 모멘트접합부를 사용할 수 있다.
"
KDS 14 31 60.txt,"부분강접 접합부는 C.1.3.1.1에서 규정된 소요강도에 대하여 설계해야 한다.
"
KDS 14 31 60.txt,"단, 1층 구조물의 경우, 접합부의 공칭휨강도는 연결되는 기둥의 의 50% 이상이어야 한다.
"
KDS 14 31 60.txt,"부분강접 모멘트접합부의 강성과 강도는 전체 골조의 안정성에 미치는 영향을 포함하여 설계에 반영하도록 한다.
"
KDS 14 31 60.txt,"부분강접 모멘트접합부에 대한 는 하중조합에 의한 전단력과 접합부가 저항할 수 있는 최대 단부모멘트로부터 산출된 전단력을 합산하여 산정한다.
"
KDS 14 31 60.txt,"보플랜지, 전단플레이트, 그리고 보웨브와 기둥사이의 완전용입용접부는 4.1.2.3.2에서 기술한 임계용접부로서 고려한다.
"
KDS 14 31 60.txt,"4.1.1.1 이외의 추가로 요구되는 사항은 없다.
"
KDS 14 31 60.txt,"완전강접 모멘트접합부에서 보의 플랜지 또는 보-플랜지 연결플레이트를 기둥 플랜지에 직접 용접하는 경우에는 연속판을 설치해야 한다.
"
KDS 14 31 60.txt,"또한, 기둥 플랜지의 두께가 다음 조건에 해당하는 경우에도 연속판을 설치해야 한다.
"
KDS 14 31 60.txt,"연속판이 필요한 경우 두께는 다음에 따라 산정한다.
"
KDS 14 31 60.txt,"일방향 접합부(편측 접합부)에서 연속 판두께는 보플랜지 두께의 1/2 이상으로 한다.
"
KDS 14 31 60.txt,"양방향 접합부(양측 접합부)에서 연속 판두께는 연결되는 보플랜지의 두께 중 큰 것 이상으로 한다.
"
KDS 14 31 60.txt,"기둥 플랜지와 연속판의 용접부는 완전용입용접이나 필릿용접으로 보강된 양면 부분용입용접 또는 양면 필릿용접에 의하여 제작한다.
"
KDS 14 31 60.txt,"이러한 용접부의 소요강도는 연속판과 기둥 플랜지의 접촉면에서의 설계강도보다 커야 한다.
"
KDS 14 31 60.txt,"연속판과 기둥 웨브의 용접부의 소요강도는 다음 중 가장 작은 값으로 한다.
"
KDS 14 31 60.txt,"가새부재의 세장비는 다음 조건을 만족해야 한다.
"
KDS 14 31 60.txt,"기둥의 강도는 비선형해석 또는 전달되는 최대요구강도를 초과할 필요는 없다.
"
KDS 14 31 60.txt,"가새부재의 유효 순단면적이 총단면적보다 작은 경우, 가새부재의 순단면 파단 한계상태에 대한 소요인장강도는 다음 중 작은 값보다 커야 한다.
"
KDS 14 31 60.txt,"동일 가새열에서 각 가새부재의 압축 설계강도가 증폭지진하중을 포함하는 KDS 41 10 15의 하중조합에 의한 소요강도보다 크지 않을 경우에는, 그 가새열에 작용하는 횡하중의 최소 30%, 최대 70%를 인장가새에 의해 저항할 수 있도록 가새부재를 엇갈린 방향으로 배치해야 한다.
"
KDS 14 31 60.txt,"여기서 동일 가새열이라 함은 단일 가새열 또는 가새열에 직각방향으로 건물폭의 10% 이하의 오프셋을 갖는 평행한 가새열을 말한다.
"
KDS 14 31 60.txt,"기둥 및 가새부재는 4.1.1.2.2의 요구사항을 만족해야 한다.
"
KDS 14 31 60.txt,"단속긴결재 사이의 가새세장비는 조립가새 부재의 지배세장비의 0.4배 이하이어야 한다.
"
KDS 14 31 60.txt,"단속긴결재의 설계전단강도의 합은 개재의 설계인장강도 이상이어야 한다.
"
KDS 14 31 60.txt,"단속긴결재의 간격은 일정해야 한다.
"
KDS 14 31 60.txt,"최소 2개 이상의 단속긴결재를 사용해야 한다.
"
KDS 14 31 60.txt,"볼트 단속긴결재는 가새 부재 중앙으로부터 가새 순길이의 1/4 이내에는 설치하지 않는다.
"
KDS 14 31 60.txt,"다만 임계좌굴축에 대한 조립가새 부재의 좌굴에 의하여 단속긴결재에 전단이 발생하지 않는 경우, 단속긴결재 사이의 가새 세장비 은 조립가새 부재의 지배세장비의 0.75배 이하로 할 수 있다.
"
KDS 14 31 60.txt,"가새접합부의 소요인장강도는 다음 중 작은 값을 적용한다.
"
KDS 14 31 60.txt,"보-기둥 접합부가 가새시스템의 일부를 구성하는 경우도 이에 해당한다.
"
KDS 14 31 60.txt,"가새접합부의 소요휨강도는 임계좌굴축에 대한 가새부재의 로 산정한다.
"
KDS 14 31 60.txt,"다만, C.1.4.2.1의 요구사항을 만족하고 가새부재의 좌굴이후 비탄성회전을 수용할 수 있는 가새부재 접합부는 이 규정을 따르지 않아도 된다.
"
KDS 14 31 60.txt,"가새부재와 접합하는 보와 접합부 및 지지부재의 소요강도는 가새부재가 고정하중 및 활하중을 부담하지 않는다는 가정 하에 KDS 41 10 15의 하중조합에 따라 산정한다.
"
KDS 14 31 60.txt,"지진하중을 포함하는 하중조합의 경우 보에 작용하는 지진하중효과는 다음과 같이 산정한다.
"
KDS 14 31 60.txt,"보는 기둥사이에서 연속이어야 하며 보의 상하플랜지는 비지지길이가 되도록 횡지지해야 한다.
"
KDS 14 31 60.txt,"원형 혹은 정방형 단면의 부재 및 약축에 대해 휨을 받는 보의 경우 에 대한 제한이 없다.
"
KDS 14 31 60.txt,"보의 횡지지재는  KDS 14 31 10(식(4.5-7)과 식(4.5-8))을 만족해야 한다.
"
KDS 14 31 60.txt,"가새접합부의 안정성 확보를 위한 충분한 보의 면외 강도 및 강성을 확보하지 못한 경우, V 또는 역V형 가새의 교차점에 최소 1쌍의 횡지지재를 설치해야 한다.
"
KDS 14 31 60.txt,"K형 가새골조는 특수중심 가새골조의 범주에 포함할 수 없다.
"
KDS 14 31 60.txt,"특수중심 가새골조의 기둥이음은 4.1.1.4의 요구사항을 만족해야 하며, 기둥이음은 이음부 상하부재 중 작은 설계휨강도의 50%보다 크도록 설계한다.
"
KDS 14 31 60.txt,"특수중심 가새골조 기둥이음의 소요전단강도는 에 의하여 산정한다.
"
KDS 14 31 60.txt,"특수중심 가새골조의 가새부재의 보호영역은 가새길이의 중앙부 1/4 영역과 각 접합부로부터 가새부재의 좌굴면의 높이만큼 인접한 영역을 포함한다.
"
KDS 14 31 60.txt,"특수중심 가새골조의 보호영역은 가새와 보 또는 기둥의 접합요소를 포함해야 하고 4.1.2.4의 요구사항을 만족해야 한다.
"
KDS 14 31 60.txt,"보통중심 가새골조의 가새부재는 4.1.1.2.2의 요구사항을 만족해야 한다.
"
KDS 14 31 60.txt,"다만 콘크리트충전 강관가새는 이 규정을 만족하지 않아도 된다.
"
KDS 14 31 60.txt,"K, V 및 역V형 가새골조의 가새부재의 세장비는 를 만족해야 한다.
"
KDS 14 31 60.txt,"V 및 역V형 보통중심 가새골조의 보와 K형 보통중심 가새골조의 기둥은 연속이어야 하며 다음 조건을 만족해야 한다.
"
KDS 14 31 60.txt,"소요강도는 가새부재가 고정하중 및 활하중을 지지하지 않는다는 가정 하에 KDS 41 10 15의 하중조합에 의해 산정한다.
"
KDS 14 31 60.txt,"지진하중을 포함하는 하중조합의 경우 부재에 작용하는 지진하중은 다음과 같이 산정한다.
"
KDS 14 31 60.txt,"가새부재에 작용하는 인장력은 로 산정한다.
"
KDS 14 31 60.txt,"V형 및 역V형 보통중심 가새골조의 가새부재에 작용하는 인장력은 시스템으로부터 전달되는 최대하중보다 크지 않아도 된다.
"
KDS 14 31 60.txt,"가새접합부의 안정성 확보를 위하여 충분한 보의 면외 강도 및 강성을 확보하지 못한 경우에는 가새골조의 가새의 교차점에 최소 1쌍의 횡지지재를 설치해야 한다.
"
KDS 14 31 60.txt,"가새접합부의 소요강도는 다음과 같이 산정한다.
"
KDS 14 31 60.txt,"볼트의 마찰한계상태에 대한 가새접합부 소요강도는 증폭지진하중을 적용하지 않은 KDS 41 10 15의 하중조합에 의하여 결정한다.
"
KDS 14 31 60.txt,"다른 한계상태에 대한 가새접합부 소요강도는 가새부재의 예상인장항복강도 으로 산정한다.
"
KDS 14 31 60.txt,"다만, 가새접합부의 소요강도는 다음을 초과할 필요는 없다.
"
KDS 14 31 60.txt,"지진격리 구조물의 격리시스템의 상부에 위치한 보통중심 가새골조는 C.1.5.3과 이 기준의 요구사항을 만족해야 하며 C.1.5.1 및 C.1.5.2의 요구사항은 따르지 않아도 된다.
"
KDS 14 31 60.txt,"K형 가새골조는 지진격리 시스템 상부의 보통중심 가새골조로 사용할 수 없다.
"
KDS 14 31 60.txt,"지진격리 시스템 상부의 V 및 역V형 보통중심 가새골조 내의 보는 기둥과 기둥사이에서 연속이어야 한다.
"
KDS 14 31 60.txt,"링크는 4.1.1.2.2의 요구사항을 만족해야 한다.
"
KDS 14 31 60.txt,"링크의 웨브는 단일판이어야 하고 2중판으로 보강하거나 웨브 관통부를 둘 수 없다.
"
KDS 14 31 60.txt,"가새, 기둥 및 링크 외부의 보 부분은 링크가 완전항복하고 변형도경화하여 유발할 수 있는 최대하중에서 탄성범위 내에 있도록 설계해야 한다.
"
KDS 14 31 60.txt,"5층 이상 건축물에서 편심 가새골조의 상부층은 보통중심 가새골조 또는 특수중심 가새골조로 설계할 수 있다.
"
KDS 14 31 60.txt,"이 경우에도 시스템계수를 결정할 때에는 편심 가새골조로 고려할 수 있다.
"
KDS 14 31 60.txt,"링크의 설계강도에 영향을 주는 압축력의 존재는 다음과 같은 조건에서는 고려하지 않아도 된다.
"
KDS 14 31 60.txt,"링크의 설계강도에 영향을 주는 축력이 다음과 같은 조건에서는 아래의 추가의 요구사항 ①, ②를 만족해야 한다.
"
KDS 14 31 60.txt,"링크회전각은 총 층변위가 설계층변위에 도달하였을 때, 링크와 링크외부의 보가 이루는 비탄성 회전각으로 정의되며 다음 값을 초과할 수 없다.
"
KDS 14 31 60.txt,"링크와 가새가 접합하는 부분에는 웨브 전체높이의 웨브 보강재를 링크웨브의 양면에 설치해야 한다.
"
KDS 14 31 60.txt,"링크에는 다음과 같은 제한을 갖는 중간웨브 보강재를 설치해야 한다.
"
KDS 14 31 60.txt,"링크길이인 경우, 링크의 양단부에서 만큼 떨어진 지점에 중간웨브 보강재를 설치해야 한다.
"
KDS 14 31 60.txt,"링크길이인 경우, 상기 ① 및 ②의 요구사항을 모두 만족하는 중간웨브 보강재를 설치해야 한다.
"
KDS 14 31 60.txt,"중간웨브 보강재는 웨브 전체높이와 같아야 한다.
"
KDS 14 31 60.txt,"높이가 635 mm 미만인 링크에는 중간웨브 보강재를 링크웨브의 한 면에만 설치할 수 있다.
"
KDS 14 31 60.txt,"높이가 635 mm 이상인 링크에는 유사한 중간웨브 보강재를 링크웨브의 양면에 설치해야 한다.
"
KDS 14 31 60.txt,"링크-기둥 접합부는 C.1.6.1.3의 최대 링크회전각을 지지할 수 있어야 한다.
"
KDS 14 31 60.txt,"최대 링크회전각에서 기둥 플랜지면 접합부의 강도는 C.1.6.1.2의 공칭전단강도 이상이어야 한다.
"
KDS 14 31 60.txt,"링크-기둥 접합부는 강구조 내진성능 접합부 인증지침에 따라 C.1.6.3(1) 및 C.1.6.3(2) 규정을 만족해야 한다.
"
KDS 14 31 60.txt,"다만, 링크단부 보-기둥 접합부의 보강으로 인해 보강된 부분이 항복하지 않는 경우에는 보강의 끝부분부터 가새접합부까지의 보요소를 링크로 간주할 수 있다.
"
KDS 14 31 60.txt,"이러한 조건에서 링크길이가 를 초과하지 않는 경우, 보강단면과 접합부의 설계강도가 C.1.6.5의 링크의 변형률경화를 근거로 산정한 소요강도보다 크다면 보강접합부의 반복하중 실험인증을 생략할 수 있다.
"
KDS 14 31 60.txt,"이 경우 C.1.6.2의 웨브 전체높이의 보강재를 링크-보강부 접점에 설치해야 한다.
"
KDS 14 31 60.txt,"링크 단부에는 링크 상하플랜지에 횡지지재를 설치해야 한다.
"
KDS 14 31 60.txt,"횡지지재의 소요강성은 KDS 14 31 10(식(4.5-8))을 만족해야 한다.
"
KDS 14 31 60.txt,"가새의 휨과 압축의 조합력에 대한 소요강도는 KDS 41 00 00의 하중조합에 의해 산정한다.
"
KDS 14 31 60.txt,"가새의 설계강도는 제7장의 규정에 따라 산정한다.
"
KDS 14 31 60.txt,"가새부재는 4.1.1.2.1의 요구사항을 만족해야 한다.
"
KDS 14 31 60.txt,"링크외부보의 휨과 압축의 조합력에 대한 소요강도는 KDS 41 00 00의 하중조합에 의해 산정한다.
"
KDS 14 31 60.txt,"가새와 보가 접합되는 링크의 단부에서 보와 가새의 중심선은 링크의 단부 또는 내부에서 교차해야 한다.
"
KDS 14 31 60.txt,"가새 양단접합부의 소요강도는 C.1.6.5.1에 산정한 가새의 소요강도 이상이어야 하며 가새의 접합부는 C.1.4.2.3의 요구사항을 만족해야 한다.
"
KDS 14 31 60.txt,"링크 단부의 가새접합부의 어느 부분도 링크길이 안으로 연장되어서는 안 된다.
"
KDS 14 31 60.txt,"가새가 링크 단부모멘트의 일부를 지지하도록 설계한다면 가새와 링크의 접합부는 완전강접으로 해야 한다.
"
KDS 14 31 60.txt,"편심 가새골조에서 링크 반대편 접합부를 모멘트저항 접합부시스템으로 설계하는 경우, 보-기둥 접합부는 C.1.3.1과 C.1.3.4의 보통 모멘트골조 접합부 요구사항을 만족해야 하며, 비모멘트저항 접합부시스템으로 설계하는 경우는 핀접합을 사용할 수 있다.
"
KDS 14 31 60.txt,"편심 가새골조의 기둥의 소요강도는 4.1.1.3의 요구사항뿐만 아니라 아래의 조건을 만족해야 한다.
"
KDS 14 31 60.txt,"편심 가새골조의 기둥의 소요강도는 KDS 41 00 00의 하중조합에 의해 산정한다.
"
KDS 14 31 60.txt,"단 이 경우, 지진하중은 고려 대상층 상부에 있는 모든 링크의 예상 공칭전단강도를 1.1배한 조건에서 발현되는 응력으로 대체하여 산정한다.
"
KDS 14 31 60.txt,"여기서, 링크의 예상공칭전단강도는 으로 산정하고 은 C.1.6.1.2에 따라 산정한다.
"
